ns1:org_name_short,ns1:inn
"МБУ ""МЕДИАДОМ ""ВСЯ УФА""",0278939675
"ООО ""РЕЧНИК ДОНА""",6135006255
"ООО ""КТВ""",3663170002
"ООО ""АРТ-ТРЕК""",0269019329
"ООО ""РА ""РЕКЛАМА КАВКАЗ""",0571005726
"ООО ""7ТВ-ХОЛДИНГ""",7726643068
"ГУП ДНР ""РМХ""",9308022483
"ООО ""ГРАНАТ ТВ""",5920039181
"ООО РИА ""СЕМЬ""",3016041047
"АУ ""УФАЛЕЙСКАЯ ТЕЛЕРАДИОКОМПАНИЯ"". АУ ""УТРК""",7402004537
"АУК ""ДК ""НЕФТЯНИК"" ГОРОДА РАДУЖНЫЙ",8609015939
"ООО ""ЛАВ РАДИО СЕТЬ""",7713747493
"ФГАОУ ВО ""ЮУРГУ (НИУ)"", ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ",7453019764
"ООО ""П.А.К.Т.""",7804164876
"ООО ""СПУТНИК МЕДИА""",9724155767
"ООО ""РАДИО РЕГИОН""",6683023650
"ООО ""ТЕЛЕФАБРИКА""",7802776785
"МАУ ""ЭЛИСТА 24""",0800022250
"ООО ""ФЛИБУСТЬЕРЫ""",9726072555
"ООО ""КРЕАТИВНЫЕ ТЕХНОЛОГИИ""",6623147235
"ООО ""РАДИО РБК""",9725177379
"ООО ""АРТ-МЕДИА""",8610029975
"ООО ""ВЕСТИ""",0317008619
"ООО ""ТЕЛЕВЕРСИЯ""",3813002151
"ООО ""ЦЕНТР НОВЫХ ТЕХНОЛОГИЙ""",7814110358
"ООО ""МТВ""",7729453820
"ООО  ""БЕЛАЯ ВОЛНА""",6142023325
"ООО ""ЧЕРНУШИНСКАЯ РАДИОВЕЩАТЕЛЬНАЯ КОМПАНИЯ""",5957013976
"ООО ""УРАЛРЕКОРД""",6681000249
"ООО ""КАМЧАТСКАЯ НОВОСТЬ""",4100049871
"ООО ""РУСЬ МЕДИА ТУЛА""",2100008102
"ООО ""ВМГ""",0326015010
"ООО ""МАСТЕР МАРК""",5902871750
"ООО ""ИНФОТЕК""",6619013486
"ООО ""ТРАМПЛИН ТВ""",9715507123
"ООО ""ВОСТОК-МЕДИА""",3457011663
,6604001424
"ООО ""КЕЙДЖЕЙ МЕДИА""",9707005440
"ООО ""КОРДЕЛИЯ-МЕДИА""",7702527471
"ООО ""ОМТ""",7736659109
"ООО ""МАРКЕТПЛЕЙСТВ""",9709120858
